"Lon"	"Lat"	"Site"	"Detected"	"Bathy"	"gBathy"	"Iso200"	"Beaufort"	"Subj"	"Effort_km"	"Year"
-2.5	46.5	477	0	-64.1808510638298	0.120012101023755	66320.6860542383	3	0	9.24304704781987	2012
-2.5	46.7	478	0	-44.1652173913043	0.154951634662955	74751.3186082506	3	0	12.5400571421388	2012
-2.5	46.9	479	0	-21.6301369863014	0.0985518456628061	83191.8240705636	2	0	29.8211213292774	2012
-2.5	47.1	480	0	-24.7372262773723	0.0943263557460839	94993.200060224	5	0	26.4399986863184	2012
-2.3	43.7	490	0	-669.047619047619	3.40459986527761	16079.3685605637	4	0	16.0862159063906	2012
-2.3	43.9	491	0	-499.55	1.53852834999561	10600.851811376	2	1	15.7780068408797	2012
-2.3	44.1	492	0	-767.609756097561	1.87371137956294	16823.4299215184	3	1	15.718252123011	2012
-2.3	44.3	493	0	-1085.32098765432	1.56796393939006	22416.5672894525	3	1	14.8234391720936	2012
-2.3	44.5	494	0	-1051.77777777778	2.90823747714361	15984.1521564446	3	1	15.9180586977671	2012
-2.3	44.7	495	0	-1320.53608247423	6.5549937277725	18275.484037066	3	1	15.8618590172161	2012
-2.3	44.9	496	0	-840.181286549708	8.12092312839296	4236.81826998913	2	1	38.6695882215448	2012
-2.3	45.1	497	0	-124.58273381295	0.516717706746656	8893.17930692571	4	0	84.4528080107525	2012
-2.3	45.3	498	0	-107.321678321678	0.289905446184265	28399.3726471099	3	1	17.7952632020557	2012
-2.3	45.5	499	0	-89.3521126760563	0.526302060400936	36835.6563188262	3	1	8.62664800467118	2012
-2.3	45.7	500	0	-95.7878787878788	0.206293012675914	51824.9595151884	3	1	20.8039352262176	2012
-2.3	45.9	501	0	-71.4424778761062	0.188153847310263	71705.5203726491	3	1	19.1808214414991	2012
-2.3	46.1	502	0	-43.7166666666667	0.3143640636156	81247.8408605391	3	1	10.4319310057213	2012
-2.3	46.3	503	0	-44.6545454545455	0.16648327328942	88114.3478563425	3	1	10.649621031785	2012
-2.3	46.5	504	0	-43.5873015873016	0.0567743708453482	83051.5271930861	3	1	18.2244335978909	2012
-2.3	46.7	505	0	-24.5555555555556	0.251695919616355	85102.3925912611	3	0	7.64298828137168	2012
-2.3	46.9	506	0	-16	0.0809588606158892	88531.2380386958	3.5	0	4.54102230377355	2012
-2.3	47.1	507	0	-16.25	0.107826224528253	105851.347184239	3	0	0.337388851611758	2012
-2.1	43.7	517	0	-510.135922330097	1.37377097392545	9712.06443289465	2	1	15.8278662437482	2012
-2.1	43.9	518	0	-237.968253968254	1.75859321914022	2588.80462691042	4	0	20.5928257814469	2012
-2.1	44.1	519	1	-303.415841584158	1.89639983790936	3902.04176085985	2	1	6.56698931243973	2012
-2.1	44.3	520	0	-495.9375	2.17537668957892	8309.51513921124	2	1	14.6980774979726	2012
-2.1	44.5	521	0	-344.92039800995	2.15254484191166	4043.87483495934	3	1	16.4474295960606	2012
-2.1	44.7	522	1	-777.51871657754	6.75744314563465	6613.16000271849	3	1	24.0050469760117	2012
-2.1	44.9	523	0	-117.523529411765	1.00795026535497	4421.37679570919	2	1	55.4685216071102	2012
-2.1	45.1	524	1	-99.7228260869565	0.455005091716252	22351.7740288084	3	1	66.5999697594307	2012
-2.1	45.3	525	0	-88.005291005291	0.204162119616749	38320.3243467355	3	0	67.7515387610286	2012
-2.1	45.5	526	0	-92.3716814159292	0.205003474962659	51026.560802491	4	1	15.2900642006152	2012
-2.1	45.7	527	0	-63.5294117647059	0.171105270569815	61520.6412248638	4	0	14.7099713295133	2012
-2.1	45.9	528	0	-76.0775862068966	0.328147047697085	72531.8853195201	3.5	0	14.6345243730976	2012
-2.1	46.1	529	0	-62.2708333333333	0.178102289546385	90725.1360832719	3	1	17.4591475540106	2012
-2.1	46.3	530	0	-39.9805825242718	0.105829280900579	100598.058211287	3	1	17.3629687218351	2012
-2.1	46.5	531	0	-31.9026548672566	0.068358367556228	98910.367540033	3	0	20.3005770251027	2012
-1.9	43.7	544	0	-204.795454545455	1.26463145384508	2360.0672346076	2	1	15.8346559577148	2012
-1.9	43.9	545	0	-124.975409836066	0.285989417801382	10660.5731898119	3	0	21.6340867537118	2012
-1.9	44.1	546	0	-107.394230769231	0.191038102216016	13107.3585080192	2	1	15.7251295983386	2012
-1.9	44.3	547	0	-162.1640625	0.50655550629017	5724.8543583448	2	0	17.908980114957	2012
-1.9	44.5	548	0	-113.781990521327	0.479228789825434	12864.7373695644	3	1	37.9525383856501	2012
-1.9	44.7	549	0	-100.976744186047	0.372879466319154	8357.1280897554	3	1	17.1616986764243	2012
-1.9	44.9	550	0	-86.4149659863946	0.386439498615305	15374.1010863224	3	1	81.7350972237759	2012
-1.9	45.1	551	0	-67.2455089820359	0.311673996958904	30013.4616207788	3	1	41.5863609297167	2012
-1.9	45.3	552	0	-73.5860465116279	0.112146670449265	44381.6761427975	3	1	34.1832648670677	2012
-1.9	45.5	553	0	-68.6973684210526	0.146117726169331	61295.5855205534	4	0	25.6682118322743	2012
-1.9	45.7	554	0	-55.9574468085106	0.125984175774725	73337.0105269572	4	1	73.9145890516491	2012
-1.9	45.9	555	0	-51.4793388429752	0.169175388291478	88047.4107704247	3	0	24.9383626069214	2012
-1.9	46.1	556	0	-42.6306306306306	0.0522805754061755	106485.315253108	3	1	17.2656269307954	2012
-1.9	46.3	557	0	-28.1910112359551	0.0674304508007644	113833.562820236	3	1	16.8614548539801	2012
-1.9	46.5	558	0	-19.5820895522388	0.0978825121784388	112137.831763841	3	0	24.7633185361949	2012
-1.7	43.7	571	0	-147.070866141732	0.831604935698152	2556.08690762383	2	1	21.6710829056022	2012
